Class Name, Line of Code, Line of Comments, RFC, Cohesion, Coupling, Cyclomatic Complexity, Weighted Methods, Depth of Class, Number of children
ExpressionExtractor.java, 665, 38, 59, 1, 21, [getVariableInstructions->1 #getVariableInstructions->1 #getMethodInvocations->1 #getSuperMethodInvocations->1 #getMethodInvocations->1 #getSuperMethodInvocations->1 #getFieldAccesses->1 #getSuperFieldAccesses->1 #getFieldAccesses->1 #getSuperFieldAccesses->1 #getClassInstanceCreations->1 #getClassInstanceCreations->1 #getArrayCreations->1 #getArrayCreations->1 #getArrayAccesses->1 #getArrayAccesses->1 #getThisExpressions->1 #getThisExpressions->1 #getTypeLiterals->1 #getLiterals->1 #getLiterals->1 #getCastExpressions->1 #getInfixExpressions->1 #getInfixExpressions->1 #getInstanceofExpressions->1 #getInstanceofExpressions->1 #getAssignments->1 #getAssignments->1 #getPostfixExpressions->1 #getPostfixExpressions->1 #getPrefixExpressions->1 #getPrefixExpressions->1 #getVariableDeclarationExpressions->1 #getVariableDeclarationExpressions->1 #getConditionalExpressions->1 #getConditionalExpressions->1 #getVariableModifiers->1 #getVariableModifiers->1 #getAllExpressions->3 #getExpressions->41 #getExpressions->64 #getExpressions->5 #], 151, 0, 0
ExpressionInstanceChecker.java, 7, 0, 1, 1, 0, [instanceOf->1 #], 1, 0, 0
InstanceOfArrayAccess.java, 15, 0, 1, 1, 0, [instanceOf->2 #], 2, 0, 0
InstanceOfArrayCreation.java, 15, 0, 1, 1, 0, [instanceOf->2 #], 2, 0, 0
InstanceOfAssignment.java, 15, 0, 1, 1, 0, [instanceOf->2 #], 2, 0, 0
InstanceOfBranchingStatement.java, 17, 0, 1, 1, 0, [instanceOf->2 #], 2, 0, 0
InstanceOfBreakStatement.java, 15, 0, 1, 1, 0, [instanceOf->2 #], 2, 0, 0
InstanceOfCastExpression.java, 15, 0, 1, 1, 0, [instanceOf->2 #], 2, 0, 0
InstanceOfClassInstanceCreation.java, 15, 0, 1, 1, 0, [instanceOf->2 #], 2, 0, 0
InstanceOfConditionalExpression.java, 15, 0, 1, 1, 0, [instanceOf->2 #], 2, 0, 0
InstanceOfConstructorInvocation.java, 16, 0, 1, 1, 0, [instanceOf->2 #], 2, 0, 0
InstanceOfContinueStatement.java, 15, 0, 1, 1, 0, [instanceOf->2 #], 2, 0, 0
InstanceOfDoStatement.java, 15, 0, 1, 1, 0, [instanceOf->2 #], 2, 0, 0
InstanceOfEnhancedForStatement.java, 15, 0, 1, 1, 0, [instanceOf->2 #], 2, 0, 0
InstanceOfExpression.java, 11, 0, 1, 1, 0, [instanceOf->1 #], 1, 0, 0
InstanceOfFieldAccess.java, 15, 0, 1, 1, 0, [instanceOf->2 #], 2, 0, 0
InstanceOfForStatement.java, 15, 0, 1, 1, 0, [instanceOf->2 #], 2, 0, 0
InstanceOfIfStatement.java, 15, 0, 1, 1, 0, [instanceOf->2 #], 2, 0, 0
InstanceOfInfixExpression.java, 15, 0, 1, 1, 0, [instanceOf->2 #], 2, 0, 0
InstanceOfInstanceofExpression.java, 16, 0, 1, 1, 0, [instanceOf->2 #], 2, 0, 0
InstanceOfLiteral.java, 21, 0, 1, 1, 0, [instanceOf->2 #], 2, 0, 0
InstanceOfMethodInvocation.java, 15, 0, 1, 1, 0, [instanceOf->2 #], 2, 0, 0
InstanceOfPostfixExpression.java, 15, 0, 1, 1, 0, [instanceOf->2 #], 2, 0, 0
InstanceOfPrefixExpression.java, 15, 0, 1, 1, 0, [instanceOf->2 #], 2, 0, 0
InstanceOfReturnStatement.java, 15, 0, 1, 1, 0, [instanceOf->2 #], 2, 0, 0
InstanceOfSimpleName.java, 15, 0, 1, 1, 0, [instanceOf->2 #], 2, 0, 0
InstanceOfSuperFieldAccess.java, 15, 0, 1, 1, 0, [instanceOf->2 #], 2, 0, 0
InstanceOfSuperMethodInvocation.java, 15, 0, 1, 1, 0, [instanceOf->2 #], 2, 0, 0
InstanceOfSwitchStatement.java, 15, 0, 1, 1, 0, [instanceOf->2 #], 2, 0, 0
InstanceOfThisExpression.java, 15, 0, 1, 1, 0, [instanceOf->2 #], 2, 0, 0
InstanceOfTryStatement.java, 15, 0, 1, 1, 0, [instanceOf->2 #], 2, 0, 0
InstanceOfTypeDeclarationStatement.java, 15, 0, 1, 1, 0, [instanceOf->2 #], 2, 0, 0
InstanceOfTypeLiteral.java, 15, 0, 1, 1, 0, [instanceOf->2 #], 2, 0, 0
InstanceOfVariableDeclarationExpression.java, 15, 0, 1, 1, 0, [instanceOf->2 #], 2, 0, 0
InstanceOfVariableDeclarationStatement.java, 15, 0, 1, 1, 0, [instanceOf->2 #], 2, 0, 0
InstanceOfVariableModifier.java, 17, 0, 1, 1, 0, [instanceOf->2 #], 2, 0, 0
InstanceOfWhileStatement.java, 15, 0, 1, 1, 0, [instanceOf->2 #], 2, 0, 0
AdjacencyList.java, 62, 0, 16, 1, 1, [addEdge->2 #getAdjacent->2 #reverseEdge->1 #reverseGraph->1 #getReversedList->3 #getSourceNodeSet->1 #getAllEdges->2 #], 12, 0, 0
Cluster.java, 60, 0, 9, 1, 0, [addEntity->2 #getEntities->1 #addEntities->2 #equals->1 #hashCode->3 #toString->2 #], 11, 0, 0
Clustering.java, 25, 0, 2, 4, 1, [getInstance->2 #clustering->1 #], 3, 0, 1
DoubleArray.java, 230, 150, 11, 4, 0, [insertColumns->1 #insertRows->4 #insert->1 #deleteColumnsRange->3 #deleteColumns->1 #deleteRowsRange->3 #deleteRows->3 #into->5 #transpose->3 #], 24, 0, 0
Edge.java, 51, 0, 7, 2, 0, [getSource->1 #getTarget->1 #equals->3 #hashCode->2 #toString->1 #compareTo->1 #], 9, 0, 0
Hierarchical.java, 136, 0, 9, 1, 1, [clustering->27 #], 27, 1, 0
HumaniseCamelCase.java, 72, 10, 16, 1, 0, [humanise->6 #camelCaseWordMatcher->1 #reset->1 #addToAcronym->1 #appendWord->2 #appendAcronymIfThereIsOne->3 #capitaliseFirstLetter->1 #], 15, 0, 0
LevenshteinDistance.java, 27, 0, 6, 1, 0, [minimum->1 #computeLevenshteinDistance->6 #], 7, 0, 0
Node.java, 46, 3, 7, 4, 0, [getName->1 #equals->3 #hashCode->2 #toString->1 #compareTo->2 #], 9, 0, 0
Stemmer.java, 443, 151, 30, 1, 0, [add->3 #add->4 #toString->1 #getResultLength->1 #getResultBuffer->1 #cons->8 #m->12 #vowelinstem->3 #doublec->3 #cvc->4 #ends->4 #setto->2 #r->2 #step1->14 #step2->2 #step3->31 #step4->12 #step5->35 #step6->5 #stem->3 #main->11 #], 161, 0, 0
TarjanAlgorithm.java, 53, 0, 7, 1, 1, [tarjan->6 #belongToTheSameStronglyConnectedComponent->3 #], 9, 0, 0
MethodDeclarationUtility.java, 271, 0, 33, 4, 2, [isDelegate->25 #isGetter->6 #isSetter->9 #createVariable->11 #processMethodInvocationExpression->5 #getRightMostSimpleName->8 #], 64, 0, 0
StatementExtractor.java, 322, 0, 27, 2, 14, [getConstructorInvocations->1 #getVariableDeclarationStatements->1 #getBranchingStatements->1 #getTryStatements->1 #getSwitchStatements->1 #getIfStatements->1 #getReturnStatements->1 #getBreakStatements->1 #getContinueStatements->1 #getEnhancedForStatements->1 #getForStatements->1 #getWhileStatements->1 #getDoStatements->1 #getTypeDeclarationStatements->1 #getStatements->41 #getTotalNumberOfStatements->27 #], 82, 0, 0
StatementInstanceChecker.java, 7, 0, 1, 1, 0, [instanceOf->1 #], 1, 0, 0
SuperMethodInvocationVisitor.java, 20, 0, 4, 1, 0, [visit->1 #getSuperMethodInvocations->1 #], 2, 1, 0
ThrownExceptionVisitor.java, 51, 0, 9, 1, 0, [visit->2 #visit->2 #visit->2 #visit->1 #getTypeBindings->1 #], 8, 1, 0
TopicFinder.java, 89, 5, 24, 2, 2, [findTopics->12 #getStopWords->2 #], 14, 0, 0
TypeVisitor.java, 43, 0, 7, 1, 0, [visit->2 #visit->2 #getTypeBindings->1 #getTypes->1 #], 6, 1, 0
VariableDeclarationObject.java, 14, 0, 3, 3, 0, [getVariableBindingKey->1 #getVariableDeclaration->1 #getName->1 #], 3, 0, 3
ClassFigure.java, 93, 0, 13, 3, 4, [addThreeCompartments->1 #addTwoCompartments->1 #addFieldCompartment->1 #addMethodCompartment->1 #addMethodSectionCompartment->1 #addFieldSectionCompartment->1 #getFieldSectionCompartment->1 #getMethodSectionCompartment->1 #getFieldsCompartment->1 #getMethodsCompartment->1 #getExtractMethodCompartment->1 #], 11, 1, 0
ClassFigureMover.java, 92, 24, 19, 6, 0, [mousePressed->1 #mouseDragged->4 #mouseReleased->2 #mouseMoved->1 #mouseDoubleClicked->1 #mouseEntered->1 #mouseExited->1 #mouseHover->1 #], 12, 0, 0
CompartmentFigure.java, 32, 2, 3, 1, 1, [addFigure->1 #], 1, 1, 0
CompartmentFigureBorder.java, 17, 0, 6, 2, 0, [getInsets->1 #paint->1 #], 2, 1, 0
DecorationConstants.java, 24, 0, 0, 11, 0, [], 0, 0, 0
EntityFigure.java, 286, 11, 40, 4, 2, [getLeftAnchor->1 #setLeftAnchor->1 #getRightAnchor->1 #setRightAnchor->1 #getName->1 #getOutgoingConnections->1 #addLeftLeftConnection->1 #addRightRightConnection->1 #addRightLeftConnection->1 #addLeftRightConnection->1 #addToSourceMethodConnection->1 #addToTargetMethodConnection->1 #addToSameClassWriteConnectionRR->1 #addToSameClassWriteConnectionLL->1 #addToSameClassReadConnectionRR->1 #addToSameClassReadConnectionLL->1 #addToSameClassMethodConnectionRR->1 #addToSameClassMethodConnectionLL->1 #addLeftRightMethodConnection->1 #addRightLeftMethodConnection->1 #addToSourceReadConnection->1 #addToSourceWriteConnection->1 #addToSourceWeakReadConnection->1 #addToSourceWeakWriteConnection->1 #addToTargetBendConnection->1 #addToSourceBendConnection->1 #addToTargetReadConnection->1 #addToTargetWriteConnection->1 #], 28, 1, 0
EntityFigureListener.java, 98, 6, 21, 4, 0, [mouseDragged->1 #mouseEntered->4 #mouseExited->3 #mouseHover->1 #mouseMoved->1 #], 10, 0, 0
FeatureEnviedMethodInformationControl.java, 170, 7, 41, 8, 1, [hasContents->1 #setInput->1 #setInput->7 #createContent->1 #computeSizeHint->2 #], 12, 1, 0
FeatureEnviedMethodInformationControlCreator.java, 20, 1, 3, 2, 1, [createInformationControl->1 #isSupported->1 #], 2, 0, 0
FeatureEnvyDiagram.java, 215, 17, 1, 4, 4, [getRoot->1 #], 1, 0, 0
FeatureEnvyVisualizationData.java, 390, 3, 42, 4, 0, [handleUsedFields->9 #handleDefinedFields->9 #findFieldInstruction->3 #findLocalVariableInstruction->3 #processExternalMethodInvocations->10 #getSourceMethodInvocationMap->1 #getTargetMethodInvocationMap->1 #getSourceFieldReadMap->1 #getSourceFieldWriteMap->1 #getTargetFieldReadMap->1 #getTargetFieldWriteMap->1 #getSourceClass->1 #getMethodToBeMoved->1 #getTargetClass->1 #toString->7 #getDistinctSourceDependencies->1 #getDistinctTargetDependencies->1 #], 52, 0, 0
GodClassDiagram.java, 306, 10, 3, 3, 2, [createDiagram->1 #], 1, 0, 0
GodClassDiagram2.java, 608, 30, 1, 4, 3, [getRoot->1 #], 1, 0, 0
GodClassInformationControl.java, 118, 3, 27, 4, 1, [hasContents->1 #setInput->1 #setInput->3 #createContent->1 #computeSizeHint->2 #], 8, 1, 0
GodClassInformationControlCreator.java, 19, 0, 3, 2, 1, [createInformationControl->1 #isSupported->1 #], 2, 0, 0
GodClassVisualizationData.java, 308, 8, 34, 7, 0, [insertToMap->3 #insertToMap->3 #isInvocationToExtractedMethod->3 #isAccessToExtractedField->3 #findFieldInstruction->3 #getInternalMethodInvocationMap->1 #getExternalMethodInvocationMap->1 #getInternalFieldReadMap->1 #getInternalFieldWriteMap->1 #getExternalFieldReadMap->1 #getExternalFieldWriteMap->1 #getExtractedMethods->1 #getExtractedFields->1 #getSourceClass->1 #toString->1 #methodCallMapToString->3 #fieldAccessMapToString->3 #getDistinctTargetDependencies->4 #getDistinctSourceDependencies->4 #containsNonAccessedFieldInExtractedClass->5 #], 44, 0, 0
ICustomInformationControlCreator.java, 16, 8, 1, 1, 0, [isSupported->2 #], 2, 1, 0
IInformationProvider.java, 28, 17, 2, 2, 0, [getInformation->2 #getArea->2 #], 4, 0, 0
InformationControlManager.java, 219, 37, 37, 13, 0, [computeInformation->5 #computeLocation->1 #], 6, 1, 0
InformationControlManager.java, 219, 37, 37, 13, 0, [computeInformation->5 #computeLocation->1 #], 6, 0, 0
JConnection.java, 255, 16, 28, 12, 2, [getType->1 #getLabel->1 #isWrite->1 #getLocator->1 #setRightLeftAnchors->3 #setLeftLeftAnchors->3 #setLeftRightAnchors->3 #setRightRightAnchors->3 #setMethodToMethodStyle->1 #setWriteStyle->1 #setReadStyle->1 #setDottedLine->1 #setLabel->2 #setSlightBendRouter->1 #setFullBendRouter->1 #], 24, 1, 0
LeftAnchor.java, 19, 0, 5, 1, 0, [getLocation->1 #], 1, 1, 0
Legend.java, 205, 5, 11, 1, 2, [newCheckBox->7 #], 7, 1, 0
MethodClassSection.java, 34, 1, 4, 1, 0, [getNumOfMethods->1 #addFigure->1 #], 2, 1, 0
MyContentProposalProvider.java, 31, 1, 6, 1, 0, [getProposals->4 #], 4, 0, 0
PackageFigure.java, 105, 0, 12, 2, 1, [addToSet->1 #draw->2 #compareTo->3 #numberOfClasses->2 #getChildrenSet->1 #getDepth->1 #setDepth->1 #getName->1 #toString->1 #], 13, 1, 0
PackageMapDiagram.java, 422, 19, 41, 15, 3, [getRoot->1 #calculateSeverityColor->8 #calculateDepthColor->3 #calculateDepth->3 #getAllClassFigures->1 #getSelectedClass->1 #setSelectedClass->1 #getProjectName->1 #createClassFigure->3 #createSmellyClass->1 #], 23, 0, 0
PackageMapDiagramInformationProvider.java, 45, 1, 6, 1, 0, [getInformation->2 #getArea->3 #], 5, 0, 0
PackageMapFigure.java, 12, 0, 2, 2, 0, [draw->1 #numberOfClasses->1 #], 2, 1, 2
PMClassFigure.java, 177, 1, 21, 6, 0, [calculateSize->1 #setMAX_NUM->1 #setMIN_NUM->1 #compareTo->4 #draw->1 #numberOfClasses->1 #getCandidates->1 #setCandidates->1 #getName->1 #toString->1 #getOriginalColor->1 #isSelected->1 #setSelected->1 #setOriginalBackgroundColor->1 #getOriginalTooltip->1 #setOriginalTooltip->1 #setToOriginalState->1 #getOriginalBorder->1 #setOriginalBorder->1 #isInnerClass->1 #setInnerClass->1 #], 24, 1, 0
ProportionalFlowLayout.java, 113, 6, 8, 1, 0, [calculatePreferredSize->10 #], 10, 1, 0
RightAnchor.java, 19, 0, 5, 1, 0, [getLocation->1 #], 1, 1, 0
SearchDialog.java, 107, 4, 19, 4, 1, [create->1 #createDialogArea->2 #isResizable->1 #saveInput->1 #getInitialSize->1 #okPressed->1 #getClassName->1 #], 8, 1, 0
SearchInputAction.java, 48, 2, 12, 3, 1, [run->5 #dispose->1 #], 6, 1, 0
SectionCompartment.java, 42, 1, 3, 3, 2, [getSectionOne->1 #getSectionTwo->1 #getSectionThree->1 #], 3, 1, 0
SmellyClassMouseListener.java, 88, 2, 19, 3, 0, [mousePressed->10 #mouseReleased->1 #mouseDoubleClicked->1 #], 12, 0, 0
VisualizationData.java, 6, 0, 2, 2, 0, [getDistinctSourceDependencies->1 #getDistinctTargetDependencies->1 #], 2, 0, 0
ZoomAction.java, 68, 0, 8, 3, 0, [run->4 #dispose->1 #scaleToFit->2 #], 7, 1, 0
ZoomInputAction.java, 53, 0, 8, 3, 1, [run->4 #dispose->1 #], 5, 1, 0
CandidateRefactoring.java, 55, 0, 21, 11, 0, [getSourceEntity->1 #getSource->1 #getTarget->1 #getEntitySet->1 #getSourceClassTypeDeclaration->1 #getTargetClassTypeDeclaration->1 #getSourceIFile->1 #getTargetIFile->1 #getPositions->1 #getDistinctSourceDependencies->1 #getDistinctTargetDependencies->1 #getAnnotationText->5 #], 16, 0, 2
ClusterSizeComparator.java, 20, 0, 3, 1, 0, [compare->3 #], 3, 0, 0
DistanceCalculator.java, 27, 0, 9, 1, 0, [getDistance->2 #union->1 #intersection->1 #], 4, 0, 0
DistanceMatrix.java, 375, 5, 70, 1, 2, [generateDistances->8 #identifyConceptualBindings->21 #targetClassInheritedByAnotherCandidateTargetClass->5 #getMoveMethodCandidateRefactoringsByAccess->21 #computeAccessMap->7 #getExtractClassCandidateRefactorings->12 #getJaccardDistanceMatrix->4 #], 78, 0, 0
Entity.java, 10, 0, 3, 3, 0, [getEntitySet->1 #getFullEntitySet->1 #getClassOrigin->1 #], 3, 0, 2
ExtractClassCandidateGroup.java, 92, 0, 21, 1, 2, [getExtractedConcepts->1 #getSource->1 #addCandidate->1 #getCandidates->1 #groupConcepts->6 #findConceptTerms->3 #compareTo->2 #], 15, 0, 0
ExtractClassCandidateRefactoring.java, 374, 3, 91, 6, 1, [getTargetClassName->1 #setTargetClassName->1 #getExtractedEntities->1 #getExtractedMethods->3 #getDelegateMethods->3 #getExtractedFieldFragments->3 #getLeaveDelegate->1 #leaveDelegate->1 #isApplicable->8 #validRemainingMethodsInSourceClass->4 #validRemainingFieldsInSourceClass->4 #isReadObject->1 #isReadObject->1 #isWriteObject->1 #isWriteObject->1 #isEquals->1 #isHashCode->1 #isToString->1 #isClone->1 #isCompareTo->1 #containsFieldAccessOfEnclosingClass->2 #overridesMethod->2 #containsSuperMethodInvocation->2 #isSynchronized->2 #getEntitySet->1 #getPositions->5 #getSource->1 #getSourceClassTypeDeclaration->1 #getSourceEntity->1 #getTarget->1 #getTargetClassTypeDeclaration->1 #toString->1 #getAnnotationText->1 #getGodClassVisualizationData->1 #getSourceIFile->1 #getTargetIFile->1 #getUserRate->1 #setUserRate->1 #compareTo->3 #findTopics->4 #getTopics->1 #getDistinctSourceDependencies->1 #getDistinctTargetDependencies->1 #], 75, 1, 0
ExtractedConcept.java, 67, 0, 13, 3, 0, [getTopics->1 #getSourceClass->1 #getConceptEntities->1 #getConceptClusters->1 #addConceptCluster->1 #findTopics->4 #compareTo->1 #], 10, 0, 0
MoveMethodCandidateRefactoring.java, 349, 9, 91, 3, 1, [isApplicable->2 #leaveDelegate->1 #targetClassContainsMethodWithSourceMethodSignature->7 #isSourceClassATestClass->1 #isTargetClassAnInterface->2 #isTargetClassAnEnum->2 #validTargetObject->2 #oneToManyRelationshipWithTargetClass->2 #overridesMethod->2 #containsFieldAssignment->2 #containsAssignmentToTargetClassVariable->3 #containsSuperMethodInvocation->2 #isSynchronized->2 #containsMethodCallWithThisExpressionAsArgument->2 #containsNullCheckForTargetObject->2 #getSourceClassTypeDeclaration->1 #getTargetClassTypeDeclaration->1 #getSourceIFile->1 #getTargetIFile->1 #getSourceMethodDeclaration->1 #getSourceClass->1 #getTargetClass->1 #getSourceMethod->1 #getAdditionalMethodsToBeMoved->1 #getMovedMethodName->1 #setMovedMethodName->1 #toString->1 #getSourceEntity->4 #getSource->1 #getTarget->1 #getEntitySet->1 #getPositions->1 #getAnnotationText->1 #getFeatureEnvyVisualizationData->1 #getNumberOfDistinctEnviedElements->3 #getUserRate->1 #setUserRate->1 #compareTo->3 #getDistinctSourceDependencies->1 #getDistinctTargetDependencies->1 #], 66, 1, 0
MyAbstractExpression.java, 183, 0, 39, 3, 2, [isAccessor->6 #recurseDelegations->2 #setMethodInvocationList->1 #setAttributeInstructionList->1 #containsAttributeInstruction->1 #containsMethodInvocation->1 #addMethodInvocation->2 #addAttributeInstruction->2 #getNumberOfAttributeInstructions->1 #getNumberOfMethodInvocations->1 #getMethodInvocationIterator->1 #getAttributeInstructionIterator->1 #setOwner->1 #getOwner->1 #getExpression->1 #setExpression->1 #toString->1 #setAttributeInstructionReference->2 #getEntitySet->4 #equals->3 #], 34, 0, 0
MyAbstractStatement.java, 236, 0, 46, 2, 2, [isAccessor->6 #recurseDelegations->2 #delegationLoop->2 #setMethodInvocationList->1 #setAttributeInstructionList->1 #containsAttributeInstruction->1 #containsMethodInvocation->1 #addMethodInvocation->2 #addAttributeInstruction->2 #getNumberOfAttributeInstructions->1 #getNumberOfMethodInvocations->1 #getMethodInvocationIterator->1 #getMethodInvocationList->1 #getAttributeInstructionIterator->1 #getAttributeInstructionList->1 #setParent->1 #getParent->1 #getStatement->1 #setStatement->1 #toString->1 #setAttributeInstructionReference->2 #getAbstractStatement->2 #getEntitySet->4 #equals->3 #hashCode->1 #], 41, 0, 2
MyAttribute.java, 141, 0, 29, 3, 1, [getFieldObject->1 #setFieldObject->1 #getAccess->1 #setAccess->1 #generateAttributeInstruction->1 #setClassOrigin->1 #getClassOrigin->1 #getName->1 #setClassType->1 #getClassType->1 #isReference->1 #setReference->1 #addMethod->2 #getMethodIterator->1 #equals->1 #equals->3 #hashCode->2 #toString->1 #getEntitySet->3 #getFullEntitySet->2 #], 27, 1, 0
MyAttributeInstruction.java, 61, 0, 10, 2, 0, [isReference->1 #setReference->1 #getClassOrigin->1 #setClassOrigin->1 #getClassType->1 #getName->1 #equals->3 #toString->1 #], 10, 0, 0
MyClass.java, 136, 0, 27, 3, 0, [getName->1 #getSuperclass->1 #setSuperclass->1 #getClassObject->1 #setClassObject->1 #addAttribute->2 #getAttribute->3 #getMethod->3 #getMethod->3 #getMethodList->1 #addMethod->2 #removeMethod->1 #removeAttribute->1 #getAttributeList->1 #getAttributeIterator->1 #getMethodIterator->1 #getEntitySet->4 #equals->3 #hashCode->2 #toString->1 #], 34, 0, 0
MyCompositeStatement.java, 217, 0, 37, 1, 0, [addStatement->1 #getStatementIterator->1 #addExpression->1 #getExpressionIterator->1 #setAttributeInstructionReference->3 #getAbstractStatement->4 #update->12 #addAttributeInstructionInStatementsOrExpressionsContainingMethodInvocation->7 #insertMethodInvocationBeforeStatement->4 #removeStatement->4 #replaceSiblingStatementsWithMethodInvocation->6 #removeAllStatementsExceptFromSiblingStatements->6 #getEntitySet->2 #], 52, 1, 0
MyMethod.java, 229, 0, 48, 4, 1, [setMethodObject->1 #getMethodObject->1 #getAccess->1 #setAccess->1 #setMethodBody->1 #generateMethodInvocation->1 #isAbstract->1 #setAbstract->1 #containsParameter->3 #setClassOrigin->1 #removeParameter->1 #addParameter->2 #getClassOrigin->1 #getMethodName->1 #setMethodName->1 #getReturnType->1 #getParameterList->1 #setAttributeInstructionReference->2 #getAbstractStatement->2 #getMethodInvocationIterator->2 #getAttributeInstructionIterator->2 #getNumberOfAttributeInstructions->2 #getNumberOfMethodInvocations->2 #getNumberOfParameters->1 #equals->1 #equals->3 #hashCode->3 #toString->5 #getEntitySet->5 #getFullEntitySet->3 #], 53, 1, 0
MyMethodBody.java, 105, 0, 19, 3, 3, [processStatement->5 #getMethodBodyObject->1 #containsAttributeInstruction->1 #containsMethodInvocation->1 #getNumberOfAttributeInstructions->1 #getNumberOfMethodInvocations->1 #getMethodInvocationIterator->1 #getAttributeInstructionIterator->1 #setAttributeInstructionReference->1 #getAbstractStatement->1 #addAttributeInstructionInStatementsOrExpressionsContainingMethodInvocation->1 #insertMethodInvocationBeforeStatement->1 #removeStatement->1 #replaceSiblingStatementsWithMethodInvocation->1 #getEntitySet->1 #], 19, 0, 0
MyMethodInvocation.java, 73, 0, 14, 1, 0, [getClassOrigin->1 #getMethodName->1 #getReturnType->1 #getParameterList->1 #getNumberOfParameters->1 #setClassOrigin->1 #equals->3 #toString->5 #], 14, 0, 0
MyStatement.java, 14, 0, 0, 0, 0, [], 0, 1, 0
MySystem.java, 196, 0, 58, 1, 5, [generateSystem->16 #generateSystemWithStaticMembers->15 #getClassIterator->1 #getClass->1 #addClass->2 #removeClass->2 #getSystemObject->1 #getAssociationsOfClass->1 #containsAssociationWithMultiplicityBetweenClasses->2 #], 41, 0, 0
Evolution.java, 13, 0, 3, 3, 0, [getSimilarityEntries->1 #getChangeEntries->1 #getCode->1 #], 3, 0, 0
FeatureEnvyEvolution.java, 210, 0, 40, 4, 2, [getNumberOfEnviedElements->17 #getNumberOfAccessibleMembers->5 #getSimilarityEntries->1 #getChangeEntries->1 #getCode->1 #], 25, 0, 0
MethodEvolution.java, 169, 0, 28, 4, 2, [getStringRepresentation->5 #editDistance->6 #getSimilarityEntries->1 #getChangeEntries->1 #getCode->1 #], 14, 0, 0
ProjectEvolution.java, 55, 0, 2, 1, 1, [getProjectEntries->1 #], 1, 0, 0
ProjectVersion.java, 86, 0, 11, 1, 0, [compareTo->17 #toString->3 #], 20, 0, 0
ProjectVersionPair.java, 23, 0, 4, 1, 0, [getFromVersion->1 #getToVersion->1 #toString->1 #], 3, 0, 0
TypeCheckingEvolution.java, 297, 1, 49, 4, 4, [generateTypeCheckEliminationsWithinJavaProject->5 #generateTypeCheckEliminationsWithinCompilationUnit->5 #generateTypeCheckEliminationsWithinTypeDeclaration->7 #generateTypeCheckEliminationsWithinMethodBody->28 #getSimilarityEntries->1 #getChangeEntries->1 #getCode->1 #], 48, 0, 0
PreferenceConstants.java, 33, 3, 0, 13, 0, [], 0, 0, 0
PreferenceInitializer.java, 35, 8, 4, 1, 0, [initializeDefaultPreferences->1 #], 1, 1, 0
PropertyManagerPreferencePage.java, 348, 22, 14, 2, 0, [createFieldEditors->1 #checkState->11 #propertyChange->2 #init->1 #], 15, 1, 0
BadSmellsMenu.java, 83, 34, 9, 3, 0, [run->6 #selectionChanged->2 #dispose->1 #init->2 #], 11, 0, 0
Activator.java, 63, 28, 6, 4, 0, [start->1 #stop->1 #getDefault->1 #getImageDescriptor->2 #], 5, 1, 0
ASTSlice.java, 441, 0, 53, 10, 0, [isVariableCriterionDeclarationStatementIsDeeperNestedThanExtractedMethodInvocationInsertionStatement->4 #depthOfNesting->2 #getSourceTypeDeclaration->1 #getSourceMethodDeclaration->1 #getLocalVariableCriterion->1 #getPassedParameters->1 #getSliceNodes->1 #getSliceStatements->1 #getRemovableStatements->1 #getVariableCriterionDeclarationStatement->1 #getExtractedMethodInvocationInsertionStatement->1 #getExtractedMethodName->1 #setExtractedMethodName->1 #declarationOfVariableCriterionBelongsToSliceNodes->1 #declarationOfVariableCriterionBelongsToRemovableNodes->1 #getIFile->1 #getBoundaryBlock->1 #isObjectSlice->1 #getMethodSize->1 #getHighlightPositions->25 #sliceToString->2 #toString->1 #getNumberOfSliceStatements->1 #getNumberOfDuplicatedStatements->1 #getUserRate->1 #setUserRate->1 #], 55, 0, 0
ASTSliceGroup.java, 111, 1, 24, 1, 0, [addCandidate->3 #getCandidates->1 #getSourceTypeDeclaration->1 #getSourceMethodDeclaration->1 #getLocalVariableCriterion->1 #setAverageNumberOfExtractedStatementsInGroup->1 #setAverageNumberOfDuplicatedStatementsInGroup->1 #setAverageDuplicationRatioInGroup->1 #setMaximumNumberOfExtractedStatementsInGroup->1 #compareTo->11 #], 22, 0, 0
